Date,Category,Region,Segment,Quantity,Discount,Prediction
2026-08-03 04:09:01.057483,Furniture,Central,Consumer,5,0.1,795.5741384262186
2026-08-03 04:28:46.710038,Furniture,Central,Consumer,5,0.1,795.5741384262186
